index	prediction
334	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
335	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
336	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
337	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
338	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
339	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
340	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
341	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
342	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
343	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
344	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
345	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
346	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
347	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
348	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
349	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
350	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
351	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
352	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
353	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
354	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Comparator Group']
355	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
356	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
357	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
358	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Population Size', 'Has Comparator Group']
359	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
360	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
361	['Aggregate', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
362	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
363	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
364	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
365	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
366	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
367	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
368	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
369	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
370	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
371	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
372	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
373	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
374	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
375	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
376	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
377	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
378	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
379	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Population Size']
380	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
381	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
382	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
383	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
384	['Aggregate', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
385	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
386	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
387	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
388	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
389	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
390	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
391	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
392	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
393	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Study Drug(s)', 'Has Population Size']
394	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
395	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
396	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
397	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
398	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
399	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
400	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
401	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
402	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
403	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
404	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
405	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
406	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
407	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
408	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
409	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
410	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
411	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
412	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
413	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
414	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
415	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
416	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
417	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
418	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
419	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
420	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
421	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
422	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
423	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
424	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
425	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
426	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
427	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
428	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Comparator Group']
429	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
430	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
431	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
432	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
433	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
434	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
435	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
436	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
437	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
438	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
439	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
440	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
441	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
442	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
443	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
444	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
445	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
446	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
447	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
448	['Aggregate', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
449	['Aggregate', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
450	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
451	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
452	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Population Size', 'Has Comparator Group']
453	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
454	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
455	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
456	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
457	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
458	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
459	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
460	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
461	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
462	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
463	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
464	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
465	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
466	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
467	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
468	['Aggregate', 'Has Study Drug(s)']
469	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Study Drug(s)']
470	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
471	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
472	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
473	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
474	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Comparator Group']
475	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
476	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Study Drug(s)', 'Has Comparator Group']
477	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
478	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
479	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
480	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
481	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
482	['Aggregate', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
483	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
484	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Comparator Group']
485	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
486	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
487	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
488	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
489	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
490	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
491	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
492	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
493	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
494	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
495	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)']
496	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
497	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
498	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
499	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
500	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
501	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
502	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
